gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,unique_id
F,South West Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,BBB_2013J_2002046
F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2013J_2006283
F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,BBB_2013J_2029037
F,London Region,Lower Than A Level,0-10%,35-55,1,60,N,Pass,BBB_2013J_2034300
F,South West Region,Lower Than A Level,50-60%,35-55,2,60,N,Fail,BBB_2013J_2044036
F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2013J_2056947
F,East Midlands Region,Lower Than A Level,60-70%,35-55,1,60,N,Pass,BBB_2013J_2061889
F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,BBB_2013J_2062995
F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,BBB_2013J_2078479
F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass,BBB_2013J_2078768
M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,BBB_2013J_2083576
M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB_2013J_2095379
F,Ireland,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB_2013J_2111015
M,Wales,Lower Than A Level,40-50%,35-55,0,120,N,Pass,BBB_2013J_2115711
F,South East Region,A Level or Equivalent,60-70%,35-55,2,120,N,Pass,BBB_2013J_2128304
F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2013J_2132966
F,Wales,A Level or Equivalent,50-60%,35-55,1,120,N,Fail,BBB_2013J_2140444
F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,BBB_2013J_2147687
F,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,BBB_2013J_2147929
F,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,BBB_2013J_2160453
F,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,BBB_2013J_2164944
F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,BBB_2013J_2174835
F,South West Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,BBB_2013J_2187146
F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2013J_2196054
F,London Region,No Formal quals,50-60%,0-35,0,60,N,Fail,BBB_2013J_2210666
F,London Region,Lower Than A Level,30-40%,0-35,1,120,N,Fail,BBB_2013J_2211448
M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Pass,BBB_2013J_2214631
M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,BBB_2013J_2225190
F,Yorkshire Region,Lower Than A Level,70-80%,0-35,1,60,N,Pass,BBB_2013J_2226301
F,London Region,HE Qualification,0-10%,35-55,0,60,N,Fail,BBB_2013J_2229783
F,South Region,A Level or Equivalent,30-40%,35-55,2,60,N,Fail,BBB_2013J_2239140
F,North Western Region,HE Qualification,50-60%,35-55,1,60,N,Fail,BBB_2013J_2242290
F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,BBB_2013J_2262671
F,London Region,No Formal quals,20-30%,0-35,0,60,N,Fail,BBB_2013J_2266650
M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,Pass,BBB_2013J_2271644
F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2013J_2280314
F,South West Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,BBB_2013J_2282129
F,London Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,BBB_2013J_2284583
F,Scotland,HE Qualification,40-50%,0-35,1,180,N,Fail,BBB_2013J_2294490
F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,BBB_2013J_2299338
F,North Western Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,BBB_2013J_2318763
F,South East Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,BBB_2013J_2320306
M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,BBB_2013J_2334319
F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,120,N,Pass,BBB_2013J_2338586
F,Scotland,Lower Than A Level,50-60%,35-55,2,60,N,Fail,BBB_2013J_2346025
F,Ireland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,BBB_2013J_2356809
F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,BBB_2013J_2363875
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,BBB_2013J_2382253
M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2013J_2390117
F,South East Region,Lower Than A Level,50-60%,0-35,1,60,N,Pass,BBB_2013J_2392824
F,Ireland,A Level or Equivalent,10-20,35-55,0,60,N,Fail,BBB_2013J_2396786
F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,BBB_2013J_2400851
F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,Y,Pass,BBB_2013J_2411595
F,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass,BBB_2013J_2415414
F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,BBB_2013J_2416774
F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2013J_2420909
F,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,195,N,Fail,BBB_2013J_2421929
F,East Anglian Region,HE Qualification,30-40%,35-55,0,180,N,Pass,BBB_2013J_2425156
F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,Y,Fail,BBB_2013J_2444641
F,Scotland,Lower Than A Level,50-60%,0-35,0,180,N,Pass,BBB_2013J_2451269
F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,BBB_2013J_2452289
F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,BBB_2013J_2453657
F,Yorkshire Region,HE Qualification,10-20,35-55,0,60,N,Pass,BBB_2013J_2455066
F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,BBB_2013J_2455578
F,North Western Region,Lower Than A Level,10-20,35-55,1,60,N,Fail,BBB_2013J_2459051
F,South Region,HE Qualification,60-70%,0-35,0,60,N,Fail,BBB_2013J_2460002
F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,90,N,Pass,BBB_2013J_2463213
F,London Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass,BBB_2013J_2463950
F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,90,Y,Pass,BBB_2013J_2464683
F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2013J_2468280
F,Scotland,HE Qualification,70-80%,35-55,0,75,N,Pass,BBB_2013J_2468706
F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,BBB_2013J_2473780
M,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,BBB_2013J_2510414
F,Wales,Lower Than A Level,90-100%,35-55,1,60,N,Pass,BBB_2013J_2512392
F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,BBB_2013J_2514379
F,West Midlands Region,Lower Than A Level,10-20,0-35,2,60,N,Fail,BBB_2013J_2528352
F,London Region,No Formal quals,50-60%,0-35,1,60,N,Fail,BBB_2013J_2529306
F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,BBB_2013J_2532647
M,South West Region,A Level or Equivalent,20-30%,35-55,0,180,N,Pass,BBB_2013J_2539858
M,South Region,HE Qualification,40-50%,35-55,1,180,N,Pass,BBB_2013J_2540724
F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2013J_2544448
F,Wales,A Level or Equivalent,10-20,0-35,0,120,N,Fail,BBB_2013J_2550290
F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,BBB_2013J_2553890
F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2013J_2564744
F,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,180,N,Pass,BBB_2013J_2567158
F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,BBB_2013J_2573353
F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail,BBB_2013J_2575994
F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,BBB_2013J_2578802
F,South West Region,Lower Than A Level,0-10%,35-55,2,60,N,Fail,BBB_2013J_2579673
F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,BBB_2013J_2583791
F,East Anglian Region,Lower Than A Level,50-60%,35-55,1,60,Y,Pass,BBB_2013J_2584834
F,Scotland,A Level or Equivalent,0-10%,0-35,1,165,Y,Pass,BBB_2013J_2585937
F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,BBB_2013J_2587329
F,East Midlands Region,Lower Than A Level,90-100%,0-35,2,60,N,Pass,BBB_2013J_2588742
F,London Region,A Level or Equivalent,10-20,35-55,1,90,N,Pass,BBB_2013J_2591421
M,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2013J_2607641
F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2013J_2617839
F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2013J_2619107
F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,BBB_2013J_2625315
F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,150,Y,Fail,BBB_2013J_2631545
M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2013J_2638377
F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,BBB_2013J_2638818
M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,BBB_2013J_2642717
F,South East Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,BBB_2013J_2650236
F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,BBB_2013J_2657960
F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,BBB_2013J_2662716
F,London Region,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,BBB_2013J_2664036
F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,BBB_2013J_2680344
F,South Region,Lower Than A Level,50-60%,0-35,0,60,Y,Pass,BBB_2013J_2680885
F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,BBB_2013J_2691100
F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2013J_2691566
M,Scotland,Lower Than A Level,0-10%,0-35,4,120,Y,Fail,BBB_2014B_27891
F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,BBB_2014B_38941
F,Scotland,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,BBB_2014B_50069
F,Scotland,Lower Than A Level,70-80%,35-55,1,60,N,Fail,BBB_2014B_52426
F,Wales,Lower Than A Level,10-20,0-35,0,120,N,Fail,BBB_2014B_55968
F,Wales,HE Qualification,40-50%,35-55,0,120,N,Pass,BBB_2014B_59725
F,East Anglian Region,Lower Than A Level,60-70%,0-35,1,60,N,Pass,BBB_2014B_60416
F,South Region,HE Qualification,60-70%,0-35,0,120,N,Pass,BBB_2014B_60830
F,South East Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass,BBB_2014B_63721
F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,Y,Pass,BBB_2014B_64275
F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Pass,BBB_2014B_72400
F,North Region,Lower Than A Level,0-10%,0-35,2,120,N,Fail,BBB_2014B_78255
F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,BBB_2014B_80001
F,Wales,Lower Than A Level,50-60%,0-35,2,60,N,Pass,BBB_2014B_89092
M,South East Region,A Level or Equivalent,70-80%,0-35,1,120,N,Pass,BBB_2014B_89778
F,Wales,HE Qualification,20-30%,35-55,0,60,N,Pass,BBB_2014B_90361
F,North Western Region,Lower Than A Level,40-50%,0-35,2,60,N,Fail,BBB_2014B_92341
F,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,60,N,Pass,BBB_2014B_97006
F,East Midlands Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass,BBB_2014B_99799
F,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,BBB_2014B_103535
F,Scotland,Post Graduate Qualification,90-100%,35-55,0,75,N,Pass,BBB_2014B_108799
F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,120,N,Fail,BBB_2014B_115452
F,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,BBB_2014B_117699
F,East Midlands Region,Lower Than A Level,0-10%,35-55,1,120,N,Fail,BBB_2014B_119471
F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,BBB_2014B_123270
M,Scotland,HE Qualification,80-90%,0-35,1,120,N,Pass,BBB_2014B_123462
F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,BBB_2014B_125055
M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014B_126608
F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,BBB_2014B_126713
F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,BBB_2014B_130013
F,London Region,Lower Than A Level,20-30%,0-35,0,240,N,Pass,BBB_2014B_132972
F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2014B_139250
F,London Region,HE Qualification,20-30%,0-35,1,240,N,Fail,BBB_2014B_140719
F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,BBB_2014B_148427
F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,BBB_2014B_155631
F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,BBB_2014B_157276
M,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,BBB_2014B_159293
F,South Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,BBB_2014B_165904
F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,BBB_2014B_171751
F,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,BBB_2014B_172137
F,East Anglian Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass,BBB_2014B_185021
F,East Midlands Region,A Level or Equivalent,10-20,0-35,1,120,N,Fail,BBB_2014B_186565
F,South Region,HE Qualification,50-60%,35-55,0,60,N,Pass,BBB_2014B_187257
F,South West Region,A Level or Equivalent,80-90%,35-55,0,135,N,Pass,BBB_2014B_187601
F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2014B_189035
F,North Region,No Formal quals,10-20,0-35,0,60,N,Fail,BBB_2014B_190352
F,Wales,Lower Than A Level,20-30%,35-55,0,60,Y,Pass,BBB_2014B_190565
F,Wales,Lower Than A Level,50-60%,35-55,0,120,N,Pass,BBB_2014B_201431
F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014B_202394
F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,BBB_2014B_206003
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2014B_226747
F,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,BBB_2014B_228481
F,Ireland,Lower Than A Level,10-20,0-35,3,120,N,Pass,BBB_2014B_228784
F,Wales,HE Qualification,20-30%,0-35,0,120,N,Pass,BBB_2014B_228824
F,North Region,Lower Than A Level,20-30%,35-55,2,180,N,Fail,BBB_2014B_231959
F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2014B_232539
F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014B_233095
F,South East Region,Lower Than A Level,30-40%,0-35,1,240,N,Pass,BBB_2014B_233102
F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,BBB_2014B_235380
M,London Region,Lower Than A Level,20-30%,35-55,1,150,N,Fail,BBB_2014B_235428
F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,BBB_2014B_236161
F,London Region,Lower Than A Level,10-20,0-35,1,60,N,Fail,BBB_2014B_242390
F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2014B_244064
F,Wales,Lower Than A Level,40-50%,35-55,0,60,N,Pass,BBB_2014B_247292
F,East Midlands Region,HE Qualification,40-50%,35-55,0,60,N,Pass,BBB_2014B_247513
F,South Region,Lower Than A Level,0-10%,0-35,0,120,Y,Pass,BBB_2014B_250123
F,London Region,A Level or Equivalent,50-60%,35-55,2,120,N,Pass,BBB_2014B_252652
F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,120,N,Fail,BBB_2014B_260955
F,North Western Region,Lower Than A Level,0-10%,0-35,3,120,Y,Fail,BBB_2014B_262294
F,South Region,Lower Than A Level,90-100%,35-55,0,120,N,Pass,BBB_2014B_264106
F,North Western Region,Lower Than A Level,10-20,0-35,4,180,N,Fail,BBB_2014B_265958
M,Scotland,HE Qualification,60-70%,35-55,0,75,N,Pass,BBB_2014B_268301
F,South West Region,A Level or Equivalent,20-30%,35-55,0,150,N,Fail,BBB_2014B_271467
F,Wales,No Formal quals,0-10%,35-55,3,120,N,Fail,BBB_2014B_275112
F,London Region,HE Qualification,0-10%,35-55,0,60,N,Pass,BBB_2014B_282713
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,BBB_2014B_283131
F,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,BBB_2014B_283564
F,South West Region,A Level or Equivalent,20-30%,35-55,5,150,Y,Fail,BBB_2014B_283978
F,South West Region,Lower Than A Level,40-50%,35-55,0,90,N,Pass,BBB_2014B_285567
F,South Region,HE Qualification,40-50%,35-55,0,60,N,Pass,BBB_2014B_286914
M,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,BBB_2014B_288967
F,Wales,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,BBB_2014B_289108
M,North Region,A Level or Equivalent,0-10%,0-35,2,120,Y,Pass,BBB_2014B_290914
F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,BBB_2014B_291844
F,Wales,HE Qualification,30-40%,35-55,3,120,N,Fail,BBB_2014B_291848
F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2014B_293992
F,Wales,HE Qualification,80-90%,0-35,0,60,N,Pass,BBB_2014B_294513
F,Wales,Lower Than A Level,20-30%,0-35,2,120,N,Fail,BBB_2014B_295728
F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB_2014B_296232
F,Wales,Lower Than A Level,60-70%,35-55,0,120,N,Fail,BBB_2014B_299027
F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,BBB_2014B_304607
F,London Region,Lower Than A Level,0-10%,0-35,0,150,Y,Fail,BBB_2014B_305373
F,Ireland,HE Qualification,50-60%,0-35,2,180,N,Pass,BBB_2014B_307386
F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,BBB_2014B_308345
F,London Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,BBB_2014B_311599
F,Wales,HE Qualification,10-20,35-55,0,60,N,Fail,BBB_2014B_311889
F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2014B_313246
F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,BBB_2014B_318500
F,London Region,A Level or Equivalent,40-50%,35-55,0,150,N,Pass,BBB_2014B_318876
F,Ireland,A Level or Equivalent,30-40%,0-35,3,60,N,Fail,BBB_2014B_319606
F,South Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,BBB_2014B_320363
F,West Midlands Region,Lower Than A Level,40-50%,0-35,1,120,N,Pass,BBB_2014B_321121
F,South West Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,BBB_2014B_321142
F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Pass,BBB_2014B_321346
M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,BBB_2014B_322325
F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014B_322509
F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass,BBB_2014B_324907
F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,BBB_2014B_325080
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,BBB_2014B_325308
F,South Region,HE Qualification,80-90%,0-35,0,90,N,Pass,BBB_2014B_327003
F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2014B_327641
F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,BBB_2014B_331156
F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2014B_334023
M,Wales,Post Graduate Qualification,80-90%,35-55,1,120,N,Pass,BBB_2014B_334565
F,South Region,A Level or Equivalent,70-80%,35-55,6,120,N,Pass,BBB_2014B_334981
F,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,BBB_2014B_336356
F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail,BBB_2014B_338168
M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2014B_339381
M,West Midlands Region,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,BBB_2014B_340831
F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail,BBB_2014B_342017
F,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,BBB_2014B_348771
F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,BBB_2014B_349258
M,West Midlands Region,HE Qualification,0-10%,35-55,0,60,N,Fail,BBB_2014B_352009
F,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,BBB_2014B_354984
F,South East Region,A Level or Equivalent,70-80%,35-55,1,120,N,Pass,BBB_2014B_355147
F,Yorkshire Region,A Level or Equivalent,80-90%,35-55,2,60,N,Fail,BBB_2014B_355369
F,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,BBB_2014B_355643
F,South West Region,Lower Than A Level,20-30%,0-35,1,60,Y,Fail,BBB_2014B_356386
F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,120,N,Pass,BBB_2014B_358956
F,Wales,A Level or Equivalent,20-30%,0-35,2,60,N,Pass,BBB_2014B_359438
F,South West Region,Lower Than A Level,50-60%,0-35,1,180,N,Fail,BBB_2014B_360190
F,South East Region,A Level or Equivalent,20-30%,0-35,1,180,N,Pass,BBB_2014B_363110
F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2014B_363396
F,Wales,A Level or Equivalent,60-70%,0-35,2,60,N,Fail,BBB_2014B_365488
F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB_2014B_367535
F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,Y,Pass,BBB_2014B_369715
F,Scotland,A Level or Equivalent,30-40%,0-35,2,120,N,Fail,BBB_2014B_370008
F,Wales,HE Qualification,80-90%,35-55,0,120,N,Pass,BBB_2014B_372997
M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,BBB_2014B_374747
F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,BBB_2014B_375711
F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,BBB_2014B_375717
F,East Midlands Region,Lower Than A Level,10-20,0-35,4,180,N,Fail,BBB_2014B_376868
F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,BBB_2014B_377469
F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,210,N,Pass,BBB_2014B_380184
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,BBB_2014B_380204
F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,BBB_2014B_381533
F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,BBB_2014B_381544
F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,BBB_2014B_381909
F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,BBB_2014B_381917
F,Scotland,HE Qualification,60-70%,0-35,0,75,N,Pass,BBB_2014B_383241
F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,BBB_2014B_383967
F,Wales,Lower Than A Level,20-30%,0-35,0,120,N,Fail,BBB_2014B_384636
F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,Pass,BBB_2014B_384884
F,South Region,Lower Than A Level,10-20,0-35,2,60,N,Fail,BBB_2014B_386374
F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2014B_389249
F,Ireland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,BBB_2014B_391153
F,Wales,No Formal quals,0-10%,35-55,0,60,N,Fail,BBB_2014B_391556
F,South Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass,BBB_2014B_392604
F,London Region,HE Qualification,0-10%,35-55,0,120,N,Fail,BBB_2014B_392733
F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,BBB_2014B_393131
F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass,BBB_2014B_394067
F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,BBB_2014B_394331
